Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
ET416;Ethiopian Airlines;08:40;337;0.16;40;54;283
AF998;Air France;18:50;310;0.06;105;19;291
AS390;ASKY Airlines;06:50;93;0.58;40;54;39
ET568;Ethiopian Airlines;12:55;93;0.52;105;48;45
KP970;ASKY Airlines;21:30;123;0.33;60;41;82
ET677;Ethiopian Airlines;04:00;289;0.15;90;43;246
SN868;Brussels Airlines;15:55;119;0.53;105;63;56
TK746;Turkish Airlines;03:30;113;0.27;90;31;82
ET503;Ethiopian Airlines;04:35;314;0.45;150;141;173
ET526;Ethiopian Airlines;19:30;313;0.24;35;75;238
TK474;Turkish Airlines;18:55;308;0.31;40;95;213
AF666;Air France;22:20;207;0.37;90;77;130
AS854;ASKY Airlines;05:55;288;0.51;50;147;141
ET351;Ethiopian Airlines;03:30;159;0.55;120;87;72
KP406;ASKY Airlines;00:45;255;0.32;45;82;173
ET529;Ethiopian Airlines;16:50;312;0.19;60;59;253
ET774;Ethiopian Airlines;08:05;344;0.14;60;48;296
ET967;Ethiopian Airlines;15:40;197;0.25;75;49;148
AS167;ASKY Airlines;22:05;245;0.53;50;130;115
KP499;ASKY Airlines;01:05;221;0.21;30;46;175
ET678;Ethiopian Airlines;10:20;326;0.08;90;26;300
HF298;Air C̫te d'Ivoire;04:35;256;0.39;30;100;156
AF291;Air France;12:25;343;0.07;45;24;319
AS868;ASKY Airlines;19:55;247;0.58;40;143;104
SN541;Brussels Airlines;16:40;104;0.46;40;48;56
SN100;Brussels Airlines;14:25;270;0.2;60;54;216
AS214;ASKY Airlines;21:20;94;0.33;90;31;63
KP699;ASKY Airlines;11:00;95;0.49;50;47;48
AF296;Air France;05:35;206;0.6;60;124;82
AT703;Royal Air Maroc;19:10;346;0.57;60;197;149
TK373;Turkish Airlines;12:55;107;0.09;30;10;97
HF955;Air C̫te d'Ivoire;17:05;342;0.1;75;34;308
ET259;Ethiopian Airlines;23:30;231;0.41;30;95;136
ET272;Ethiopian Airlines;14:50;147;0.35;75;51;96
KP557;ASKY Airlines;14:05;116;0.23;90;27;89
KP532;ASKY Airlines;07:00;114;0.64;45;73;41
ET580;Ethiopian Airlines;18:50;213;0.5;90;106;107
ET554;Ethiopian Airlines;22:05;240;0.46;60;110;130
ET295;Ethiopian Airlines;13:25;303;0.16;60;48;255
AF895;Air France;06:05;189;0.22;150;42;147
KP408;ASKY Airlines;13:00;181;0.41;150;74;107
ET835;Ethiopian Airlines;04:00;261;0.53;105;138;123
AS947;ASKY Airlines;14:15;226;0.61;60;138;88
AS538;ASKY Airlines;20:35;295;0.47;150;139;156
AT749;Royal Air Maroc;14:25;218;0.3;50;65;153
AF881;Air France;23:15;267;0.46;120;123;144
2J458;Air Burkina;03:25;167;0.09;120;15;152
AS133;ASKY Airlines;00:25;326;0.41;60;134;192
ET187;Ethiopian Airlines;16:40;265;0.59;90;156;109
AS115;ASKY Airlines;19:15;167;0.43;105;72;95
KP520;ASKY Airlines;00:25;231;0.05;120;12;219
HF652;Air C̫te d'Ivoire;15:45;346;0.47;120;163;183
AF866;Air France;12:00;279;0.49;150;137;142
HF892;Air C̫te d'Ivoire;17:30;325;0.37;90;120;205
AS107;ASKY Airlines;09:30;295;0.54;90;159;136
HF571;Air C̫te d'Ivoire;22:50;153;0.17;75;26;127
AS979;ASKY Airlines;17:00;239;0.3;30;72;167
HF961;Air C̫te d'Ivoire;16:35;334;0.53;45;177;157
AS609;ASKY Airlines;08:20;96;0.41;45;39;57
AS935;ASKY Airlines;13:40;217;0.65;40;141;76
ET275;Ethiopian Airlines;20:35;85;0.09;45;8;77
TK839;Turkish Airlines;12:10;298;0.2;35;60;238
AS934;ASKY Airlines;19:00;80;0.17;40;14;66
AS466;ASKY Airlines;19:10;143;0.64;40;92;51
HF587;Air C̫te d'Ivoire;13:05;288;0.57;120;164;124
AS155;ASKY Airlines;10:05;80;0.13;30;10;70
KP134;ASKY Airlines;12:50;268;0.26;75;70;198
AS729;ASKY Airlines;16:15;326;0.08;45;26;300
AS865;ASKY Airlines;02:05;336;0.43;90;144;192
SN824;Brussels Airlines;00:35;253;0.25;105;63;190
AT672;Royal Air Maroc;20:20;188;0.2;35;38;150
ET699;Ethiopian Airlines;04:00;139;0.36;35;50;89
2J882;Air Burkina;12:25;122;0.53;35;65;57
ET446;Ethiopian Airlines;23:55;117;0.29;90;34;83
AS232;ASKY Airlines;04:30;337;0.5;35;168;169
AS298;ASKY Airlines;04:00;161;0.32;60;52;109
AS441;ASKY Airlines;22:55;300;0.18;50;54;246
KP330;ASKY Airlines;11:10;190;0.32;120;61;129
TK400;Turkish Airlines;01:40;344;0.37;105;127;217
AT646;Royal Air Maroc;22:30;215;0.33;35;71;144
AS634;ASKY Airlines;15:55;102;0.21;30;21;81
ET752;Ethiopian Airlines;16:15;138;0.16;35;22;116
AF573;Air France;04:25;345;0.62;120;214;131
TK486;Turkish Airlines;11:25;219;0.23;50;50;169
HF384;Air C̫te d'Ivoire;14:55;195;0.47;90;92;103
ET549;Ethiopian Airlines;05:10;283;0.25;90;71;212
AT419;Royal Air Maroc;12:05;237;0.63;35;149;88
ET255;Ethiopian Airlines;10:20;275;0.64;50;176;99
ET570;Ethiopian Airlines;16:35;291;0.55;35;160;131
AS212;ASKY Airlines;08:10;120;0.4;75;48;72
AS750;ASKY Airlines;15:20;86;0.38;120;33;53
ET521;Ethiopian Airlines;16:10;184;0.25;90;46;138
AS820;ASKY Airlines;19:30;124;0.12;50;15;109
KP975;ASKY Airlines;23:25;117;0.1;150;12;105
AF697;Air France;17:25;243;0.33;30;80;163
KP671;ASKY Airlines;12:00;160;0.64;75;102;58
ET153;Ethiopian Airlines;10:05;137;0.2;40;27;110
ET704;Ethiopian Airlines;12:25;202;0.3;35;61;141
TK424;Turkish Airlines;23:35;274;0.43;60;118;156
ET557;Ethiopian Airlines;12:20;272;0.26;35;71;201
KP364;ASKY Airlines;11:55;183;0.05;120;9;174
ET481;Ethiopian Airlines;13:05;191;0.29;90;55;136
HF312;Air C̫te d'Ivoire;12:20;211;0.53;40;112;99
2J432;Air Burkina;08:40;175;0.62;35;108;67
AS457;ASKY Airlines;13:25;162;0.22;90;36;126
KP807;ASKY Airlines;00:20;249;0.6;60;149;100
SN157;Brussels Airlines;08:45;128;0.57;45;73;55
AS609;ASKY Airlines;03:25;214;0.29;50;62;152
ET867;Ethiopian Airlines;11:55;344;0.05;120;17;327
KP468;ASKY Airlines;23:50;278;0.56;75;156;122
AS517;ASKY Airlines;13:55;114;0.22;45;25;89
AS646;ASKY Airlines;08:40;283;0.5;150;142;141
KP202;ASKY Airlines;02:30;320;0.39;75;125;195
AF260;Air France;05:45;122;0.18;60;22;100
TK299;Turkish Airlines;02:10;343;0.44;50;151;192
AS794;ASKY Airlines;00:45;157;0.51;40;80;77
AT964;Royal Air Maroc;21:45;115;0.33;30;38;77
AS497;ASKY Airlines;20:20;253;0.5;90;126;127
ET837;Ethiopian Airlines;02:15;214;0.29;150;62;152
AS854;ASKY Airlines;13:50;219;0.64;75;140;79
SN205;Brussels Airlines;19:20;134;0.19;60;25;109
AT682;Royal Air Maroc;01:35;331;0.52;45;172;159
AF688;Air France;11:50;259;0.5;50;130;129
AT153;Royal Air Maroc;09:25;92;0.37;50;34;58
ET376;Ethiopian Airlines;12:15;283;0.26;35;74;209
TK210;Turkish Airlines;19:20;142;0.32;60;45;97
AF323;Air France;03:50;153;0.43;150;66;87
SN174;Brussels Airlines;18:30;234;0.37;50;87;147
ET605;Ethiopian Airlines;21:35;86;0.51;30;44;42
AS869;ASKY Airlines;00:20;232;0.27;105;63;169
ET581;Ethiopian Airlines;10:05;123;0.11;75;14;109
KP463;ASKY Airlines;15:25;115;0.35;150;40;75
ET338;Ethiopian Airlines;18:40;176;0.21;35;37;139
ET500;Ethiopian Airlines;18:10;244;0.42;60;102;142
ET945;Ethiopian Airlines;11:30;313;0.36;30;113;200
KP403;ASKY Airlines;02:35;182;0.52;35;95;87
KP491;ASKY Airlines;22:25;86;0.4;75;34;52
ET283;Ethiopian Airlines;23:55;173;0.31;40;54;119
TK116;Turkish Airlines;17:10;200;0.12;75;24;176
KP111;ASKY Airlines;16:00;116;0.12;60;14;102
AS245;ASKY Airlines;04:10;100;0.43;50;43;57
AF381;Air France;15:50;177;0.58;120;103;74
ET648;Ethiopian Airlines;23:25;100;0.3;105;30;70
AS268;ASKY Airlines;13:50;311;0.37;120;115;196
KP269;ASKY Airlines;18:15;151;0.4;50;60;91
KP864;ASKY Airlines;05:00;131;0.34;50;45;86
TK445;Turkish Airlines;02:25;301;0.09;90;27;274
KP559;ASKY Airlines;05:00;246;0.4;75;98;148
KP241;ASKY Airlines;11:55;284;0.13;30;37;247
KP884;ASKY Airlines;19:35;217;0.38;120;82;135
KP794;ASKY Airlines;10:10;115;0.52;35;60;55
AT832;Royal Air Maroc;06:10;174;0.05;45;9;165
KP217;ASKY Airlines;00:00;95;0.31;105;29;66
KP770;ASKY Airlines;15:10;316;0.5;75;158;158
ET235;Ethiopian Airlines;15:30;243;0.37;35;90;153
AS176;ASKY Airlines;16:45;169;0.19;150;32;137
AS656;ASKY Airlines;14:35;187;0.47;90;88;99
AT117;Royal Air Maroc;20:50;163;0.52;30;85;78
AT966;Royal Air Maroc;08:35;334;0.27;90;90;244
SN502;Brussels Airlines;04:10;244;0.23;50;56;188
HF304;Air C̫te d'Ivoire;19:20;279;0.38;30;106;173
AF598;Air France;07:00;236;0.27;40;64;172
AS694;ASKY Airlines;20:40;110;0.55;150;61;49
AT661;Royal Air Maroc;00:35;145;0.52;75;75;70
HF380;Air C̫te d'Ivoire;06:45;168;0.24;75;40;128
AT265;Royal Air Maroc;10:05;338;0.32;90;108;230
ET342;Ethiopian Airlines;19:45;332;0.58;150;193;139
KP578;ASKY Airlines;20:00;313;0.14;150;44;269
HF263;Air C̫te d'Ivoire;12:15;186;0.5;45;93;93
AF423;Air France;21:40;148;0.24;60;36;112
2J667;Air Burkina;12:55;280;0.12;75;34;246
KP930;ASKY Airlines;06:35;132;0.12;90;16;116
AS733;ASKY Airlines;10:10;320;0.22;40;70;250
KP797;ASKY Airlines;17:45;254;0.38;50;97;157
AT307;Royal Air Maroc;00:55;121;0.59;90;71;50
KP403;ASKY Airlines;11:25;339;0.23;60;78;261
KP338;ASKY Airlines;02:55;289;0.17;30;49;240
2J826;Air Burkina;00:40;121;0.34;35;41;80
AS323;ASKY Airlines;03:45;249;0.14;40;35;214
HF187;Air C̫te d'Ivoire;05:35;338;0.21;75;71;267
KP528;ASKY Airlines;04:45;283;0.64;120;181;102
HF319;Air C̫te d'Ivoire;10:20;242;0.38;40;92;150
ET374;Ethiopian Airlines;19:55;184;0.52;105;96;88
SN746;Brussels Airlines;22:55;257;0.18;105;46;211
SN844;Brussels Airlines;12:40;270;0.36;150;97;173
KP165;ASKY Airlines;10:40;203;0.36;90;73;130
AS522;ASKY Airlines;05:10;277;0.54;105;150;127
KP224;ASKY Airlines;18:55;178;0.06;90;11;167
AF245;Air France;14:35;85;0.57;105;48;37
HF714;Air C̫te d'Ivoire;20:15;346;0.1;45;35;311
ET484;Ethiopian Airlines;12:45;122;0.6;45;73;49
ET546;Ethiopian Airlines;09:30;220;0.14;50;31;189
KP482;ASKY Airlines;00:45;348;0.37;75;129;219
AT376;Royal Air Maroc;12:35;118;0.11;105;13;105
TK481;Turkish Airlines;05:30;241;0.32;45;77;164
AS366;ASKY Airlines;20:20;274;0.23;75;63;211
ET889;Ethiopian Airlines;23:50;183;0.3;60;55;128
KP480;ASKY Airlines;19:00;324;0.38;105;123;201
ET924;Ethiopian Airlines;11:55;144;0.33;105;48;96
ET700;Ethiopian Airlines;16:35;280;0.06;105;17;263
KP257;ASKY Airlines;17:20;321;0.57;50;183;138
AS995;ASKY Airlines;23:10;86;0.11;40;9;77
KP647;ASKY Airlines;07:05;298;0.64;60;191;107
ET698;Ethiopian Airlines;13:10;82;0.56;35;46;36
ET217;Ethiopian Airlines;04:40;101;0.39;75;39;62
AS793;ASKY Airlines;21:05;173;0.2;75;35;138
AT167;Royal Air Maroc;01:45;150;0.1;35;15;135
AF533;Air France;21:00;301;0.45;60;135;166
KP770;ASKY Airlines;10:05;92;0.17;45;16;76
KP542;ASKY Airlines;02:05;84;0.49;75;41;43
AT263;Royal Air Maroc;21:55;101;0.55;90;56;45
TK460;Turkish Airlines;15:50;116;0.64;120;74;42
KP218;ASKY Airlines;20:20;110;0.35;150;38;72
KP294;ASKY Airlines;15:00;141;0.63;30;89;52
KP956;ASKY Airlines;08:55;300;0.14;50;42;258
ET687;Ethiopian Airlines;12:45;160;0.55;105;88;72
KP750;ASKY Airlines;09:35;312;0.27;35;84;228
AS983;ASKY Airlines;16:05;85;0.27;45;23;62
AF340;Air France;20:25;184;0.21;90;39;145
ET608;Ethiopian Airlines;16:20;241;0.15;50;36;205
AS664;ASKY Airlines;09:05;131;0.32;90;42;89
AS931;ASKY Airlines;07:45;237;0.64;120;152;85
ET130;Ethiopian Airlines;06:55;92;0.25;120;23;69
KP903;ASKY Airlines;13:00;265;0.33;30;87;178
AS381;ASKY Airlines;21:25;301;0.19;75;57;244
HF887;Air C̫te d'Ivoire;17:25;320;0.25;60;80;240
KP655;ASKY Airlines;20:10;227;0.08;35;18;209
AF161;Air France;18:35;134;0.62;75;83;51
SN812;Brussels Airlines;17:40;138;0.36;40;50;88
KP620;ASKY Airlines;13:10;277;0.49;45;136;141
KP701;ASKY Airlines;09:40;177;0.36;150;64;113
ET635;Ethiopian Airlines;00:35;235;0.51;60;120;115
HF239;Air C̫te d'Ivoire;08:20;329;0.37;40;122;207
TK415;Turkish Airlines;17:25;259;0.47;30;122;137
AF439;Air France;12:55;153;0.46;120;70;83
AS689;ASKY Airlines;16:55;140;0.37;30;52;88
AF825;Air France;22:55;124;0.19;60;24;100
AS640;ASKY Airlines;21:00;214;0.18;45;39;175
ET515;Ethiopian Airlines;15:20;289;0.57;75;165;124
KP474;ASKY Airlines;23:45;165;0.12;105;20;145
KP142;ASKY Airlines;10:45;349;0.39;90;136;213
AT963;Royal Air Maroc;22:55;343;0.35;40;120;223
ET986;Ethiopian Airlines;08:30;347;0.53;75;184;163
KP887;ASKY Airlines;06:00;304;0.13;30;40;264
KP331;ASKY Airlines;21:45;295;0.46;35;136;159
HF311;Air C̫te d'Ivoire;00:40;310;0.41;105;127;183
AF107;Air France;08:30;269;0.47;120;126;143
AS582;ASKY Airlines;09:15;221;0.42;90;93;128
AS432;ASKY Airlines;15:50;256;0.39;75;100;156
KP169;ASKY Airlines;20:15;130;0.61;150;79;51
SN978;Brussels Airlines;17:50;269;0.26;120;70;199
ET115;Ethiopian Airlines;13:45;84;0.16;35;13;71
ET168;Ethiopian Airlines;10:30;290;0.53;35;154;136
ET152;Ethiopian Airlines;23:25;274;0.13;75;36;238
KP873;ASKY Airlines;03:10;80;0.46;75;37;43
AT478;Royal Air Maroc;18:40;183;0.38;60;70;113
ET900;Ethiopian Airlines;12:25;180;0.05;120;9;171
KP626;ASKY Airlines;00:50;207;0.19;50;39;168
AS778;ASKY Airlines;20:05;328;0.35;60;115;213
ET162;Ethiopian Airlines;18:45;348;0.25;105;87;261
SN360;Brussels Airlines;14:55;117;0.31;45;36;81
AS220;ASKY Airlines;19:05;329;0.41;120;135;194
HF957;Air C̫te d'Ivoire;14:00;300;0.49;30;147;153
AT339;Royal Air Maroc;10:50;142;0.14;105;20;122
KP206;ASKY Airlines;22:20;332;0.22;90;73;259
KP279;ASKY Airlines;04:45;344;0.43;150;148;196
AS454;ASKY Airlines;23:25;243;0.4;35;97;146
AF408;Air France;21:10;102;0.49;45;50;52
KP688;ASKY Airlines;09:15;158;0.43;40;68;90
KP704;ASKY Airlines;17:20;197;0.25;40;49;148
ET280;Ethiopian Airlines;06:15;264;0.35;60;92;172
AF273;Air France;00:40;138;0.58;75;80;58
AS453;ASKY Airlines;02:55;331;0.16;90;53;278
KP754;ASKY Airlines;00:10;168;0.28;75;47;121
ET414;Ethiopian Airlines;16:20;308;0.56;105;172;136
ET533;Ethiopian Airlines;14:30;317;0.27;35;86;231
AT381;Royal Air Maroc;04:55;123;0.3;120;37;86
KP967;ASKY Airlines;21:55;159;0.24;45;38;121
AT658;Royal Air Maroc;15:30;253;0.59;35;149;104
AF104;Air France;11:25;220;0.45;150;99;121
ET673;Ethiopian Airlines;18:40;116;0.18;40;21;95
AF695;Air France;13:30;93;0.5;120;46;47
KP493;ASKY Airlines;02:50;201;0.07;30;14;187
AS162;ASKY Airlines;18:15;317;0.29;90;92;225
AF892;Air France;00:50;134;0.6;50;80;54
ET143;Ethiopian Airlines;20:45;101;0.46;50;46;55
ET252;Ethiopian Airlines;00:40;282;0.53;90;149;133
AS881;ASKY Airlines;09:25;94;0.61;150;57;37
SN953;Brussels Airlines;02:00;109;0.51;105;56;53
ET782;Ethiopian Airlines;12:40;108;0.1;105;11;97
AS577;ASKY Airlines;05:50;331;0.19;120;63;268
KP457;ASKY Airlines;10:30;239;0.35;105;84;155
AT525;Royal Air Maroc;05:25;196;0.06;35;12;184
AT631;Royal Air Maroc;02:25;237;0.42;75;100;137
ET582;Ethiopian Airlines;15:15;187;0.44;75;82;105
HF313;Air C̫te d'Ivoire;08:15;194;0.47;45;91;103
KP238;ASKY Airlines;07:50;255;0.38;50;97;158
AS197;ASKY Airlines;02:10;310;0.32;60;99;211
HF988;Air C̫te d'Ivoire;04:35;329;0.56;75;184;145
HF763;Air C̫te d'Ivoire;20:35;135;0.51;35;69;66
AF297;Air France;13:05;269;0.42;120;113;156
HF884;Air C̫te d'Ivoire;04:20;100;0.08;35;8;92
AS149;ASKY Airlines;18:40;244;0.47;35;115;129
HF578;Air C̫te d'Ivoire;04:55;147;0.38;50;56;91
AS556;ASKY Airlines;20:40;346;0.47;60;163;183
AS248;ASKY Airlines;19:30;297;0.24;150;71;226
AS261;ASKY Airlines;19:15;175;0.52;60;91;84
KP576;ASKY Airlines;01:15;267;0.3;40;80;187
KP526;ASKY Airlines;06:45;287;0.59;45;169;118
KP900;ASKY Airlines;00:50;153;0.11;75;17;136
AS657;ASKY Airlines;20:30;241;0.34;75;82;159
KP545;ASKY Airlines;17:10;240;0.17;60;41;199
ET740;Ethiopian Airlines;09:10;139;0.32;30;44;95
KP929;ASKY Airlines;05:20;105;0.26;120;27;78
AS186;ASKY Airlines;06:50;104;0.53;60;55;49
AF348;Air France;11:25;337;0.15;30;51;286
HF940;Air C̫te d'Ivoire;17:35;82;0.41;150;34;48
AT539;Royal Air Maroc;10:00;336;0.29;50;97;239
KP376;ASKY Airlines;21:30;327;0.36;60;118;209
AF889;Air France;18:35;123;0.48;75;59;64
AS615;ASKY Airlines;03:20;112;0.26;90;29;83
KP301;ASKY Airlines;18:55;191;0.27;105;52;139
KP754;ASKY Airlines;12:45;122;0.1;60;12;110
AT855;Royal Air Maroc;18:05;123;0.38;150;47;76
AS896;ASKY Airlines;01:15;166;0.3;75;50;116
AS785;ASKY Airlines;08:25;309;0.54;45;167;142
KP722;ASKY Airlines;07:40;162;0.31;120;50;112
HF786;Air C̫te d'Ivoire;20:05;283;0.63;75;178;105
ET574;Ethiopian Airlines;13:15;209;0.15;120;31;178
KP499;ASKY Airlines;08:45;217;0.21;30;46;171
ET967;Ethiopian Airlines;12:20;162;0.29;40;47;115
ET316;Ethiopian Airlines;17:35;254;0.15;30;38;216
AF908;Air France;05:35;215;0.63;150;135;80
KP552;ASKY Airlines;22:05;186;0.43;90;80;106
HF503;Air C̫te d'Ivoire;21:25;230;0.06;40;14;216
KP339;ASKY Airlines;02:25;188;0.4;75;75;113
AF837;Air France;09:20;301;0.52;35;157;144
AS147;ASKY Airlines;09:35;326;0.08;50;26;300
AS485;ASKY Airlines;09:45;116;0.4;40;46;70
AS256;ASKY Airlines;08:05;347;0.27;120;94;253
ET324;Ethiopian Airlines;11:05;153;0.4;40;61;92
AS518;ASKY Airlines;23:30;194;0.2;50;39;155
AT210;Royal Air Maroc;07:40;160;0.45;90;72;88
AS974;ASKY Airlines;23:10;272;0.45;35;122;150
AF973;Air France;08:30;293;0.37;150;108;185
AT564;Royal Air Maroc;16:10;94;0.6;45;56;38
ET231;Ethiopian Airlines;07:55;163;0.6;45;98;65
AF724;Air France;17:25;345;0.08;150;28;317
AF935;Air France;19:10;233;0.22;50;51;182
KP700;ASKY Airlines;16:00;332;0.27;60;90;242
AT772;Royal Air Maroc;05:25;211;0.08;105;17;194
AS174;ASKY Airlines;09:50;278;0.36;50;100;178
ET892;Ethiopian Airlines;00:10;162;0.06;120;10;152
AF511;Air France;20:00;205;0.46;90;94;111
KP724;ASKY Airlines;00:20;293;0.05;50;15;278
AS877;ASKY Airlines;08:35;294;0.07;40;21;273
ET724;Ethiopian Airlines;19:35;317;0.55;60;174;143
AT903;Royal Air Maroc;02:35;167;0.2;45;33;134
SN322;Brussels Airlines;23:10;192;0.1;50;19;173
ET822;Ethiopian Airlines;05:35;184;0.29;90;53;131
AF629;Air France;06:15;142;0.08;150;11;131
SN340;Brussels Airlines;08:35;318;0.5;150;159;159
AS831;ASKY Airlines;04:10;105;0.35;45;37;68
KP201;ASKY Airlines;15:10;207;0.38;75;79;128
AF751;Air France;01:00;80;0.5;40;40;40
AT780;Royal Air Maroc;02:35;173;0.52;45;90;83
HF597;Air C̫te d'Ivoire;02:35;91;0.13;90;12;79
KP802;ASKY Airlines;19:40;245;0.22;90;54;191
AS636;ASKY Airlines;22:25;146;0.16;105;23;123
KP644;ASKY Airlines;09:55;246;0.08;45;20;226
KP940;ASKY Airlines;21:05;333;0.37;120;123;210
AS293;ASKY Airlines;02:00;332;0.2;45;66;266
AT841;Royal Air Maroc;14:35;325;0.14;50;46;279
KP934;ASKY Airlines;13:45;138;0.36;50;50;88
AT572;Royal Air Maroc;22:15;223;0.43;40;96;127
AS448;ASKY Airlines;03:50;288;0.51;30;147;141
ET975;Ethiopian Airlines;09:50;305;0.06;120;18;287
KP267;ASKY Airlines;10:30;170;0.37;30;63;107
AS137;ASKY Airlines;10:45;190;0.21;90;40;150
KP570;ASKY Airlines;07:55;319;0.64;45;204;115
TK551;Turkish Airlines;22:15;159;0.14;150;22;137
AT589;Royal Air Maroc;22:00;283;0.31;120;88;195
ET241;Ethiopian Airlines;08:35;317;0.63;150;200;117
KP859;ASKY Airlines;07:45;263;0.18;35;47;216
SN202;Brussels Airlines;11:40;291;0.53;60;154;137
KP811;ASKY Airlines;16:45;330;0.2;105;66;264
AS246;ASKY Airlines;22:40;306;0.1;50;31;275
ET165;Ethiopian Airlines;14:40;246;0.08;40;20;226
TK292;Turkish Airlines;18:55;110;0.62;45;68;42
AS137;ASKY Airlines;19:55;230;0.18;35;41;189
AS752;ASKY Airlines;05:50;241;0.23;75;55;186
SN717;Brussels Airlines;04:50;175;0.63;45;110;65
AS763;ASKY Airlines;07:55;103;0.44;45;45;58
AS425;ASKY Airlines;17:15;197;0.34;90;67;130
ET137;Ethiopian Airlines;20:40;166;0.31;120;51;115
HF196;Air C̫te d'Ivoire;20:50;129;0.08;50;10;119
ET207;Ethiopian Airlines;14:15;191;0.55;40;105;86
2J730;Air Burkina;02:05;215;0.51;60;110;105
AF250;Air France;13:45;82;0.1;90;8;74
AS156;ASKY Airlines;14:10;241;0.26;120;63;178
2J977;Air Burkina;12:05;156;0.58;30;90;66
KP351;ASKY Airlines;20:00;264;0.19;105;50;214
KP903;ASKY Airlines;19:50;137;0.42;45;58;79
ET924;Ethiopian Airlines;20:25;242;0.34;50;82;160
KP353;ASKY Airlines;08:15;100;0.54;120;54;46
KP555;ASKY Airlines;22:30;144;0.07;40;10;134
KP881;ASKY Airlines;16:30;145;0.54;105;78;67
KP133;ASKY Airlines;18:45;254;0.13;60;33;221
HF594;Air C̫te d'Ivoire;03:00;244;0.06;30;15;229
ET425;Ethiopian Airlines;19:55;161;0.41;105;66;95
2J936;Air Burkina;09:40;225;0.21;150;47;178
AS790;ASKY Airlines;21:35;283;0.48;50;136;147
KP715;ASKY Airlines;02:45;243;0.33;40;80;163
KP838;ASKY Airlines;18:00;183;0.41;45;75;108
AS843;ASKY Airlines;08:35;209;0.46;50;96;113
AS961;ASKY Airlines;04:20;163;0.61;30;99;64
AT946;Royal Air Maroc;13:00;199;0.54;120;107;92
SN216;Brussels Airlines;06:15;338;0.35;40;118;220
TK306;Turkish Airlines;20:30;183;0.31;75;57;126
AS796;ASKY Airlines;05:55;113;0.44;105;50;63
HF580;Air C̫te d'Ivoire;23:20;253;0.49;60;124;129
AS502;ASKY Airlines;07:50;311;0.15;45;47;264
KP934;ASKY Airlines;01:10;264;0.07;45;18;246
HF775;Air C̫te d'Ivoire;13:55;97;0.32;105;31;66
ET686;Ethiopian Airlines;21:50;310;0.11;30;34;276
KP383;ASKY Airlines;06:15;214;0.21;60;45;169
AS988;ASKY Airlines;02:05;124;0.4;45;50;74
KP108;ASKY Airlines;19:35;191;0.14;40;27;164
AF814;Air France;21:55;162;0.07;150;11;151
ET478;Ethiopian Airlines;22:05;118;0.38;30;45;73
2J916;Air Burkina;05:50;333;0.33;50;110;223
KP480;ASKY Airlines;20:25;224;0.23;45;52;172
AS761;ASKY Airlines;13:30;130;0.33;120;43;87
ET459;Ethiopian Airlines;11:30;146;0.46;45;67;79
ET275;Ethiopian Airlines;17:00;103;0.12;90;12;91
KP504;ASKY Airlines;11:35;201;0.2;150;40;161
AF132;Air France;06:40;128;0.53;150;68;60
HF564;Air C̫te d'Ivoire;04:30;228;0.45;35;103;125
SN795;Brussels Airlines;11:35;264;0.21;150;55;209
AT256;Royal Air Maroc;08:15;329;0.29;120;95;234
HF664;Air C̫te d'Ivoire;10:55;224;0.12;150;27;197
ET907;Ethiopian Airlines;03:35;322;0.2;120;64;258
AT301;Royal Air Maroc;13:10;228;0.55;45;125;103
AS274;ASKY Airlines;11:00;147;0.31;150;46;101
AS368;ASKY Airlines;17:35;303;0.43;30;130;173
KP545;ASKY Airlines;06:50;289;0.15;35;43;246
ET173;Ethiopian Airlines;22:55;271;0.16;120;43;228
AS972;ASKY Airlines;00:25;203;0.61;120;124;79
TK272;Turkish Airlines;12:40;129;0.55;40;71;58
KP505;ASKY Airlines;15:10;262;0.52;30;136;126
KP282;ASKY Airlines;04:35;326;0.25;35;82;244
ET422;Ethiopian Airlines;18:40;167;0.39;75;65;102
KP357;ASKY Airlines;08:40;217;0.35;120;76;141
KP273;ASKY Airlines;22:55;117;0.62;120;73;44
AS330;ASKY Airlines;08:30;128;0.19;60;24;104
ET858;Ethiopian Airlines;11:55;151;0.62;35;94;57
AS260;ASKY Airlines;17:50;337;0.47;30;158;179
AT285;Royal Air Maroc;23:45;123;0.3;120;37;86
AF242;Air France;09:10;195;0.21;105;41;154
AS739;ASKY Airlines;16:10;228;0.5;30;114;114
AS126;ASKY Airlines;18:05;297;0.54;120;160;137
AS586;ASKY Airlines;23:00;150;0.26;50;39;111
AT746;Royal Air Maroc;10:05;240;0.15;105;36;204
KP301;ASKY Airlines;15:20;206;0.35;105;72;134
KP690;ASKY Airlines;07:00;249;0.33;60;82;167
AT769;Royal Air Maroc;23:45;96;0.49;40;47;49
ET193;Ethiopian Airlines;14:15;318;0.63;35;200;118
AS571;ASKY Airlines;10:50;255;0.37;40;94;161
KP358;ASKY Airlines;06:45;289;0.49;30;142;147
SN154;Brussels Airlines;01:45;136;0.26;40;35;101
HF647;Air C̫te d'Ivoire;18:00;268;0.41;35;110;158
AF105;Air France;08:55;123;0.12;90;15;108
